buyOrderCount,url,sellOrderList,buyOrderList,totalQty,sellOrderCount
0,http://backpack.tf/stats/Genuine/Australium Tomislav/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Australium Tomislav/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tomislav/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Collector's/Tomislav/Tradable/Craftable,"4 keys, 9 ref;4 keys, 9 ref;2 keys, 3 ref",6 keys;7 keys,120,3
0,http://backpack.tf/stats/Genuine/Tomislav/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Tomislav/Tradable/Craftable,5 ref;5 ref;4.77 ref;4.66 ref;4.66 ref,5.22 ref;5.33 ref;5.33 ref;5.55 ref;5.66 ref,"67,639",5
0,http://backpack.tf/stats/Unique/Australium Tomislav/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Tomislav/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tomb Wrapper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Tomb Wrapper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Tomb Readers/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Australium Tomislav/Tradable/Craftable,"13 keys, 1 ref;13 keys, 0.11 ref;13 keys;13 keys;12 keys, 13 ref","13 keys;13 keys, 9 ref;13 keys, 10 ref;13 keys, 15 ref;19 keys","2,249",5
0,http://backpack.tf/stats/Strange/Tomb Wrapper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Tomb Wrapper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Tomb Readers/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Tomislav/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.11 ref,"1,109,429",0
4,http://backpack.tf/stats/Unique/Tomb Wrapper/Tradable/Craftable,1.11 ref,1.33 ref;1.33 ref;1.44 ref;5 ref,"3,031",1
0,http://backpack.tf/stats/Collector's/Titanium Tyrolean/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Genuine/Tomb Wrapper/Tradable/Craftable,2.66 ref;2.66 ref;2.66 ref;2.66 ref;2.55 ref,2.66 ref;2.66 ref;3.66 ref;5.66 ref,"10,389",5
0,http://backpack.tf/stats/Vintage/Tomb Readers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Titanium Tyrolean/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tomb Readers/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Tomb Readers/Tradable/Craftable,2.66 ref;2.66 ref;2.66 ref;2.66 ref;2.66 ref,2.33 ref;3 ref;3 ref;3 ref;3 ref,"5,467",5
0,http://backpack.tf/stats/Strange/Titanium Tyrolean/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Titanium Towel/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Genuine/Tomb Readers/Tradable/Craftable,"1 key, 10 ref;1 key, 10 ref;1 key, 9.33 ref;1 key, 9.11 ref;1 key, 5 ref","1 key, 9 ref;1 key, 15 ref;1 key, 15 ref;1 key, 16 ref;2 keys, 6 ref","2,000",5
0,http://backpack.tf/stats/Haunted/Titanium Tyrolean/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Titanium Towel/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Unique/Titanium Tyrolean/Tradable/Craftable,1.11 ref;1 ref,1.33 ref;2 ref,"7,716",2
0,http://backpack.tf/stats/Haunted/Titanium Towel/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tippler's Tricorne/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Titanium Towel/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Titanium Towel/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Tippler's Tricorne/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Tippler's Tricorne/Tradable/Craftable,,,2,0
0,http://backpack.tf/stats/Genuine/Titanium Tyrolean/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tipped Lid/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Vintage/Tippler's Tricorne/Tradable/Craftable,7.66 ref;7.66 ref;7.44 ref;7.44 ref;5.66 ref,8 ref;10 ref;11 ref;13.66 ref;13.66 ref,"5,607",5
0,http://backpack.tf/stats/Strange/Tippler's Tricorne/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Titanium Towel/Tradable/Craftable,1.11 ref,1.33 ref;1.33 ref;1.33 ref;1.66 ref;1.66 ref,"6,730",1
0,http://backpack.tf/stats/Genuine/Tipped Lid/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Tippler's Tricorne/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1 ref,1.11 ref;1.33 ref;1.33 ref;1.44 ref;1.66 ref,"16,752",4
0,http://backpack.tf/stats/Collector's/Tipped Lid/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tiny Timber/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Tiny Timber/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Tipped Lid/Tradable/Craftable,1.22 ref;1.11 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"12,804",3
0,http://backpack.tf/stats/Vintage/Tipped Lid/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Tiny Texan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Tiny Timber/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Tipped Lid/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Tiny Texan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Tiny Timber/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tiny Texan/Tradable/Craftable,1 key;12 ref,,302,2
0,http://backpack.tf/stats/Genuine/Tiny Texan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Tin-1000/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Tin-1000/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Unique/Tiny Texan/Tradable/Craftable,3 ref,4 ref,"1,547",1
5,http://backpack.tf/stats/Unique/Tiny Timber/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1 ref,1.22 ref;1.22 ref;1.33 ref;1.33 ref;1.33 ref,"9,945",4
0,http://backpack.tf/stats/Strange/Tiny Texan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Tin-1000/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Tin-1000/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Tin Pot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tin-1000/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Tin-1000/Tradable/Craftable,1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"30,082",1
0,http://backpack.tf/stats/Collector's/Tiny Timber/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Vintage/Tin Pot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Tin Pot/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Tin Pot/Tradable/Craftable,1.27 ref;1.11 ref;1.11 ref,1.22 ref;1.22 ref;1.22 ref;1.22 ref;1.33 ref,"18,876",3
0,http://backpack.tf/stats/Strange/Tin Pot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Timeless Topper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Timeless Topper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Timeless Topper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tide Turner/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Tin Pot/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Unique/Timeless Topper/Tradable/Craftable,,1.55 ref;2 ref;4 ref,"7,233",0
0,http://backpack.tf/stats/Genuine/Timeless Topper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Tide Turner/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Tide Turner/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Collector's/Tide Turner/Tradable/Craftable,,50 keys,46,0
0,http://backpack.tf/stats/Collector's/Ticket Boy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Timeless Topper/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Tide Turner/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Ticket Boy/Tradable/Craftable,"3 keys;3 keys;2 keys, 9 ref;2 keys;1 key, 13.66 ref","3 keys, 9 ref;3 keys, 9 ref;3 keys, 9 ref;3 keys, 9 ref;3 keys, 9 ref",702,5
0,http://backpack.tf/stats/Vintage/Ticket Boy/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Ticket Boy/Tradable/Craftable,1.22 ref;1.22 ref,1.55 ref;1.66 ref;1.66 ref;1.66 ref;1.66 ref,"12,702",2
5,http://backpack.tf/stats/Unique/Tide Turner/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.11 ref;0.11 ref,"560,256",0
0,http://backpack.tf/stats/Genuine/Ticket Boy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Thrilling Tracksuit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Thrilling Tracksuit/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Thrilling Tracksuit/Tradable/Craftable,15 ref;15 ref;14.55 ref;14.44 ref;14.33 ref,17 ref;17.66 ref;18 ref;1 key;1 key,"2,187",5
0,http://backpack.tf/stats/Haunted/Thrilling Tracksuit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Thrilling Tracksuit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Three-Rune Blade/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Three-Rune Blade/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Ticket Boy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Thirst Blood/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Three-Rune Blade/Tradable/Craftable,4.33 ref;4.33 ref;4.33 ref;4.33 ref;4.33 ref,4.33 ref;4.55 ref;4.55 ref;4.55 ref;4.55 ref,"34,287",5
5,http://backpack.tf/stats/Unique/Thrilling Tracksuit/Tradable/Craftable,9.11 ref;9 ref;8.88 ref;8.77 ref;8.66 ref,8.88 ref;9 ref;9 ref;9 ref;9 ref,"12,009",5
0,http://backpack.tf/stats/Haunted/Three-Rune Blade/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Thirst Blood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Thirst Blood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Thirst Blood/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Thirst Blood/Tradable/Craftable,16.77 ref;16.77 ref;16.66 ref;16.66 ref;16.44 ref,"1 key;1 key, 1 ref;1 key, 4.33 ref;1 key, 4.66 ref;1 key, 5 ref","2,580",5
0,http://backpack.tf/stats/Haunted/Third Degree/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Third Degree/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1 ref;1 ref,1.11 ref;1.11 ref;1.22 ref;1.22 ref;1.22 ref,"27,869",5
0,http://backpack.tf/stats/Vintage/Third Degree/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Thermal Tracker/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Thirst Blood/Tradable/Craftable,11.11 ref;10.66 ref;10.66 ref;10.66 ref;10.66 ref,10.88 ref;11 ref;11 ref;11 ref;11 ref,"14,074",5
5,http://backpack.tf/stats/Unique/Third Degree/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.05 ref,"858,331",0
0,http://backpack.tf/stats/Collector's/Third Degree/Tradable/Craftable,4 keys;2 keys,,166,2
5,http://backpack.tf/stats/Strange/Thermal Tracker/Tradable/Craftable,"2 keys, 0.66 ref;1 key, 14 ref;1 key, 13 ref;1 key, 13 ref;1 key, 12 ref","2 keys;2 keys;2 keys;2 keys;2 keys, 3 ref","2,296",5
0,http://backpack.tf/stats/Haunted/Thermal Tracker/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Three-Rune Blade/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Third Degree/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Thermal Tracker/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Thermal Insulation Layer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Thermal Insulation Layer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Three-Rune Blade/Tradable/Craftable,"1 key, 8 ref;1 key, 7.33 ref;1 key, 7.22 ref;1 key, 7.11 ref;1 key, 7 ref",,"9,125",5
0,http://backpack.tf/stats/Vintage/Thermal Tracker/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Thermal Insulation Layer/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Strange/Thermal Insulation Layer/Tradable/Craftable,17.33 ref;17 ref;17 ref;17 ref;16.77 ref,"1 key, 6 ref;1 key, 6 ref;1 key, 6 ref;2 keys","1,043",5
0,http://backpack.tf/stats/Vintage/Thermal Insulation Layer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/The Value of Teamwork/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Thermal Insulation Layer/Tradable/Craftable,10.44 ref;9.66 ref;9.66 ref;9.66 ref;9.66 ref,10.33 ref;10.44 ref;10.44 ref;10.44 ref;11 ref,"6,939",5
0,http://backpack.tf/stats/Strange/The Value of Teamwork/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/The Value of Teamwork/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/The Superfan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/The Superfan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/The Superfan/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Thermal Tracker/Tradable/Craftable,2.66 ref;2.33 ref;2.33 ref;2.33 ref;2.33 ref,2.44 ref;2.66 ref;2.66 ref;2.66 ref;2.66 ref,"18,768",5
0,http://backpack.tf/stats/Haunted/The Value of Teamwork/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/The Value of Teamwork/Tradable/Craftable,1 key;17.77 ref;17.66 ref;17.66 ref;17.33 ref,"1 key, 3 ref;1 key, 3 ref;1 key, 3 ref;1 key, 3 ref;1 key, 3 ref","2,225",5
0,http://backpack.tf/stats/Vintage/The Value of Teamwork/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/The Superfan/Tradable/Craftable,1.22 ref;1 ref,1.44 ref;1.44 ref;1.44 ref;1.55 ref;1.66 ref,"26,149",2
0,http://backpack.tf/stats/Collector's/The Superfan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/The Essential Accessories/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/The Superfan/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/The Essential Accessories/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/The Essential Accessories/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/The Essential Accessories/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/The Essential Accessories/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/The Color of a Gentlemann's Business Pants/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/The Essential Accessories/Tradable/Craftable,12.44 ref;12.33 ref;12.33 ref;12.33 ref;12.11 ref,13 ref;13 ref;13.33 ref;13.33 ref;15 ref,"36,531",5
0,http://backpack.tf/stats/Strange/The Color of a Gentlemann's Business Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/The Color of a Gentlemann's Business Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/The Color of a Gentlemann's Business Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/The Color of a Gentlemann's Business Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/The Bitter Taste of Defeat and Lime/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/The Color of a Gentlemann's Business Pants/Tradable/Craftable,5.88 ref;5.77 ref;5.77 ref;5.66 ref;5.66 ref,7 ref;7 ref;7 ref;7 ref;7 ref,"9,797",5
0,http://backpack.tf/stats/Haunted/The Athletic Supporter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/The Bitter Taste of Defeat and Lime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/The Bitter Taste of Defeat and Lime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/The Athletic Supporter/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Unique/The Bitter Taste of Defeat and Lime/Tradable/Craftable,"2 keys, 1.22 ref;2 keys, 1.11 ref;2 keys, 1.11 ref;2 keys, 1.11 ref;2 keys, 1 ref","2 keys, 6 ref;2 keys, 8 ref;3 keys","6,560",5
0,http://backpack.tf/stats/Strange/The Bitter Taste of Defeat and Lime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/The Athletic Supporter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/The Athletic Supporter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/The Bitter Taste of Defeat and Lime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/That '70s Chapeau/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Unique/The Athletic Supporter/Tradable/Craftable,1.11 ref;1.11 ref;1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref,"24,215",3
0,http://backpack.tf/stats/Haunted/That '70s Chapeau/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/That '70s Chapeau/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/The Athletic Supporter/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Genuine/That '70s Chapeau/Tradable/Craftable,10.22 ref;10.22 ref;10.22 ref;10.11 ref;10.11 ref,11 ref;12 ref;15 ref;17 ref;18 ref,"13,162",5
0,http://backpack.tf/stats/Strange/That '70s Chapeau/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Texas Tin-Gallon/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Texas Tin-Gallon/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Texas Tin-Gallon/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Texas Tin-Gallon/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Texas Tin-Gallon/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/That '70s Chapeau/Tradable/Craftable,2 ref;1.77 ref;1.66 ref;1.66 ref,2.22 ref;2.22 ref;2.33 ref;2.33 ref;2.33 ref,"14,410",4
5,http://backpack.tf/stats/Unique/Texas Tin-Gallon/Tradable/Craftable,1.33 ref,2 ref;2 ref;2 ref;2 ref;2.11 ref,"8,239",1
0,http://backpack.tf/stats/Collector's/Texas Ten Gallon/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Texas Ten Gallon/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Texas Ten Gallon/Tradable/Craftable,"1 key, 3.11 ref;1 key, 2 ref;1 key, 2 ref;1 key, 2 ref;1 key","1 key, 4 ref;1 key, 4 ref;1 key, 4 ref;1 key, 5 ref;1 key, 5 ref","1,579",5
5,http://backpack.tf/stats/Genuine/Texas Ten Gallon/Tradable/Craftable,"1 key, 5.33 ref;1 key, 5.33 ref;1 key, 5 ref;1 key, 5 ref;1 key, 4.66 ref","1 key, 6 ref;1 key, 8 ref;1 key, 8 ref;1 key, 9 ref;2 keys","1,194",5
0,http://backpack.tf/stats/Collector's/Texas Slim's Dome Shine/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Genuine/Texas Slim's Dome Shine/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Vintage/Texas Slim's Dome Shine/Tradable/Craftable,7.77 ref;7.77 ref;7.66 ref;7 ref;5.11 ref,7.66 ref;7.77 ref,"6,776",5
0,http://backpack.tf/stats/Haunted/Texas Slim's Dome Shine/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Vintage/Texas Ten Gallon/Tradable/Craftable,"1 key, 3.44 ref;1 key, 3.33 ref;1 key, 3 ref;1 key, 3 ref;1 key, 2 ref","1 key, 3.88 ref;1 key, 4 ref;1 key, 4 ref;1 key, 4 ref;1 key, 4 ref","12,565",5
0,http://backpack.tf/stats/Collector's/Texas Half-Pants/Tradable/Craftable,,,only one,0
5,http://backpack.tf/stats/Unique/Texas Slim's Dome Shine/Tradable/Craftable,1.22 ref;1.11 ref;1.11 ref;1.11 ref;1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"12,714",5
5,http://backpack.tf/stats/Unique/Texas Ten Gallon/Tradable/Craftable,2 ref;2 ref;2 ref;2 ref;2 ref,2.22 ref;2.22 ref;2.22 ref;2.22 ref;2.22 ref,"47,154",5
0,http://backpack.tf/stats/Strange/Texas Half-Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Texas Slim's Dome Shine/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Texas Half-Pants/Tradable/Craftable,1.22 ref;1.11 ref;1 ref;1 ref;1 ref,1.22 ref;1.22 ref;1.33 ref;1.33 ref;1.33 ref,"29,476",5
0,http://backpack.tf/stats/Vintage/Texas Half-Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Teutonkahmun/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Texas Half-Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Teutonkahmun/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Texas Half-Pants/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Teutonkahmun/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Teutonkahmun/Tradable/Craftable,2 ref;2 ref;1.33 ref,,"2,385",3
2,http://backpack.tf/stats/Unique/Teutonkahmun/Tradable/Craftable,2 ref,4.33 ref;4.66 ref,236,1
0,http://backpack.tf/stats/Haunted/Teutonic Toque/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Teutonic Toque/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Teutonic Toque/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Teutonkahmun/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Strange/Teutonic Toque/Tradable/Craftable,"1 key, 4.66 ref;1 key, 4.66 ref;1 key;1 key","1 key, 16 ref",351,4
0,http://backpack.tf/stats/Genuine/Teutonic Toque/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Teufort Tooth Kicker/Tradable/Craftable,,,2,0
5,http://backpack.tf/stats/Unique/Teutonic Toque/Tradable/Craftable,1.22 ref;1.11 ref;1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"7,656",3
0,http://backpack.tf/stats/Strange/Teufort Tooth Kicker/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Teufort Tooth Kicker/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Teufort Tooth Kicker/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Teufort Tooth Kicker/Tradable/Craftable,1.11 ref;1.11 ref;1 ref;1 ref,1.22 ref;1.44 ref;1.66 ref;1.66 ref;1.66 ref,"27,486",4
0,http://backpack.tf/stats/Collector's/Teufort Knight/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Teufort Tooth Kicker/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Teufort Knight/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Teufort Knight/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Teufort Knight/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Terrier Trousers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Teufort Knight/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Teufort Knight/Tradable/Craftable,"3 keys;2 keys, 2 ref;2 keys, 1 ref;2 keys;2 keys","2 keys, 1 ref;2 keys, 4 ref;2 keys, 4 ref;2 keys, 4 ref;2 keys, 4.33 ref","1,906",5
3,http://backpack.tf/stats/Haunted/Terrier Trousers/Tradable/Craftable,3 ref,6 ref;7 ref;8 ref,"2,215",1
0,http://backpack.tf/stats/Genuine/Terrier Trousers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Terrier Trousers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Terrier Trousers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Templar's Spirit/Tradable/Craftable,"3 keys, 9.5 ref;3 keys, 4.66 ref;3 keys, 3 ref",,309,3
0,http://backpack.tf/stats/Collector's/Templar's Spirit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Templar's Spirit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Templar's Spirit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Terrier Trousers/Tradable/Craftable,,,346,0
0,http://backpack.tf/stats/Genuine/Templar's Spirit/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Teddy Roosebelt/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Haunted/Teddy Roosebelt/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Unique/Templar's Spirit/Tradable/Craftable,14 ref;14 ref;13.33 ref;13 ref,"18 ref;1 key, 9 ref;1 key, 14 ref;2 keys","2,183",4
0,http://backpack.tf/stats/Vintage/Teddy Roosebelt/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Teddy Roosebelt/Tradable/Craftable,1.11 ref;1 ref;1 ref,1.22 ref;1.22 ref;1.33 ref;1.33 ref;1.33 ref,"26,809",3
5,http://backpack.tf/stats/Strange/Teddy Roosebelt/Tradable/Craftable,"2 keys, 0.11 ref;2 keys;2 keys;1 key, 10 ref;1 key, 10 ref","2 keys, 4 ref;2 keys, 4.66 ref;2 keys, 5 ref;2 keys, 8 ref;3 keys",768,5
0,http://backpack.tf/stats/Collector's/Teddy Robobelt/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Teddy Robobelt/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Teddy Robobelt/Tradable/Craftable,,,0,0
